feature,gain,split
start_agpa_points,825044.3664741516,458
course_avg_mark_historical,380032.9918785095,1437
prev_gpa_points_clean,261874.66069030762,275
fail_credit_ratio_capped,200296.96526908875,183
last_valid_gpa_before_current_semester,99650.42576217651,398
course_retake_rate_historical,91727.24870300293,1431
course_pass_rate_historical,88665.87330627441,1157
course_history_count,79214.61010360718,1354
course_share_of_requirement,68454.23016738892,925
diploma_gpa,48281.38187789917,364
degree_requirement_credits_count,34632.806842803955,482
part_semester,28834.537284851074,352
gpa_trend_delta,26807.676908493042,314
requirement_type_id,25641.06612968445,373
course_credits,22024.318368911743,369
start_total_in_credits,14907.19044303894,291
semester_reg_credits,14247.840370178223,248
total_fail_credits_capped,14120.318845748901,96
concurrent_peer_difficulty_mean,13923.173414230347,266
concurrent_peer_difficulty_max,12494.42179107666,233
start_total_in_courses,11299.280710220337,218
attempt_number,5809.6447105407715,94
reg_total_semesters,5335.830318450928,67
start_level_ord,4297.120986938477,76
requirement_size_bucket_ord,3900.4179039001465,37
consecutive_interruption_count,3508.183692932129,40
diploma_type_bucket,2989.9026317596436,48
start_semester,2050.3998012542725,31
semester_reg_courses,2035.1610012054443,46
prev_semester_was_interruption,1319.2235946655273,12
prior_interruption_count,832.7429962158203,16
course_difficulty_missing,424.8424987792969,10
gpa_trend_missing,224.09389877319336,5
is_first_row_in_timeline,217.34580612182617,2
prev_gpa_points_missing,180.67259979248047,4
requirement_type_missing,107.30299949645996,3
prev_gpa_points_zero,77.87439727783203,1
is_high_credit_course,50.23619842529297,1
no_previous_progress,37.52090072631836,1
is_extreme_fail_history,0.0,0
is_first_active_semester,0.0,0
prev_gpa_invalid_zero_case,0.0,0
degree_requirement_credits_count_missing,0.0,0
