degree_prefix,new_course_id,old_course_id,weight,source_level,source_key,predecessor_pass_rate,predecessor_avg_mark,predecessor_support
27.111,1187.111,521.111,1.0,2,521.111,0.7849429457464309,61.742826801525325,483
27.111,1189.111,522.111,1.0,2,522.111,0.9194520554299529,71.14858559919261,516
27.111,1190.111,426.111,1.0,2,426.111,0.8455971208668421,67.790518849895,292
27.111,1195.111,437.111,1.0,2,437.111,0.9101885100156042,69.05170430024961,650
27.111,1196.111,466.111,1.0,2,466.111,0.9187082776592514,69.35500331191416,548
27.111,1198.111,538.111,0.555256064690027,2,538.111,0.9107358482763485,75.99841540339486,206
27.111,1198.111,471.111,0.444743935309973,2,471.111,0.9720340632997554,80.80346962793101,165
27.111,1199.111,539.111,0.5138888888888888,2,539.111,0.957299414943183,78.60501119742403,148
27.111,1199.111,472.111,0.4861111111111111,2,472.111,0.9739143856903422,80.24151175729523,140
27.111,1201.111,1036.111,1.0,2,1036.111,0.6903989198951072,58.237822869969655,71
27.111,1205.111,451.111,1.0,2,451.111,0.9328091131227889,71.63171274243167,57
27.111,1214.111,441.111,1.0,2,441.111,0.9627791489960773,70.47224374940458,119
27.111,1235.111,523.111,1.0,2,523.111,0.9109920404438193,69.1434863751246,319
27.111,1246.111,533.111,1.0,2,533.111,0.9046349864627767,69.34420527229315,223
27.111,1249.111,545.111,1.0,2,545.111,0.9472664626480951,71.89446374946604,135
29.111,1164.111,503.111,1.0,2,503.111,0.8913666048624689,68.83124822185275,1031
29.111,1165.111,439.111,1.0,2,439.111,0.9193210671129642,69.0682152439849,825
29.111,1166.111,505.111,1.0,2,505.111,0.9360656858857994,70.17956813845845,624
29.111,1167.111,509.111,1.0,2,509.111,0.939347820603856,75.0449935159402,461
29.111,1172.111,431.111,1.0,2,431.111,0.7654316581377397,61.959795731743064,1929
29.111,1173.111,432.111,1.0,2,432.111,0.7654000520790859,64.84313460377227,1933
29.111,1174.111,501.111,1.0,2,501.111,0.7755576692800283,62.873389575734315,1910
29.111,1175.111,502.111,1.0,2,502.111,0.7848615943720563,64.76336909402023,1524
29.111,1177.111,433.111,1.0,2,433.111,0.8430889764947931,65.42518680548427,1141
29.111,1178.111,434.111,1.0,2,434.111,0.8995948458407167,70.59932336240624,1396
29.111,1179.111,457.111,1.0,2,457.111,0.8555662348441223,67.03571173080428,362
29.111,1180.111,427.111,1.0,2,427.111,0.6835217326184068,57.90035032386972,385
29.111,1182.111,504.111,1.0,2,504.111,0.9424131365457559,77.44662459289982,886
29.111,1184.111,516.111,1.0,2,516.111,0.8337782506412047,62.356174983002916,1088
29.111,1187.111,521.111,1.0,2,521.111,0.7849429457464309,61.742826801525325,483
29.111,1189.111,522.111,1.0,2,522.111,0.9194520554299529,71.14858559919261,516
29.111,1190.111,426.111,1.0,2,426.111,0.8455971208668421,67.790518849895,292
29.111,1195.111,437.111,1.0,2,437.111,0.9101885100156042,69.05170430024961,650
29.111,1196.111,466.111,1.0,2,466.111,0.9187082776592514,69.35500331191416,548
29.111,1198.111,538.111,0.555256064690027,2,538.111,0.9107358482763485,75.99841540339486,206
29.111,1198.111,471.111,0.444743935309973,2,471.111,0.9720340632997554,80.80346962793101,165
29.111,1201.111,1036.111,1.0,2,1036.111,0.6903989198951072,58.237822869969655,71
29.111,1216.111,458.111,1.0,2,458.111,0.8600939346801955,64.96300671845442,260
29.111,1235.111,523.111,1.0,2,523.111,0.9109920404438193,69.1434863751246,319
29.111,1252.111,461.111,1.0,2,461.111,0.9382045772104302,69.25198924450375,177
29.111,1271.111,544.111,1.0,2,544.111,0.8814688277964059,70.47392350253702,243
29.111,1277.111,536.111,1.0,2,536.111,0.9351911574006829,70.06606402457705,353
30.111,1164.111,503.111,1.0,2,503.111,0.8913666048624689,68.83124822185275,1031
30.111,1165.111,439.111,1.0,2,439.111,0.9193210671129642,69.0682152439849,825
30.111,1166.111,505.111,1.0,2,505.111,0.9360656858857994,70.17956813845845,624
30.111,1172.111,431.111,1.0,2,431.111,0.7654316581377397,61.959795731743064,1929
30.111,1173.111,432.111,1.0,2,432.111,0.7654000520790859,64.84313460377227,1933
30.111,1174.111,501.111,1.0,2,501.111,0.7755576692800283,62.873389575734315,1910
30.111,1175.111,502.111,1.0,2,502.111,0.7848615943720563,64.76336909402023,1524
30.111,1177.111,433.111,1.0,2,433.111,0.8430889764947931,65.42518680548427,1141
30.111,1178.111,434.111,1.0,2,434.111,0.8995948458407167,70.59932336240624,1396
30.111,1179.111,457.111,1.0,2,457.111,0.8555662348441223,67.03571173080428,362
30.111,1180.111,427.111,1.0,2,427.111,0.6835217326184068,57.90035032386972,385
30.111,1182.111,504.111,1.0,2,504.111,0.9424131365457559,77.44662459289982,886
30.111,1184.111,516.111,1.0,2,516.111,0.8337782506412047,62.356174983002916,1088
30.111,1187.111,521.111,1.0,2,521.111,0.7849429457464309,61.742826801525325,483
30.111,1189.111,522.111,1.0,2,522.111,0.9194520554299529,71.14858559919261,516
30.111,1190.111,426.111,1.0,2,426.111,0.8455971208668421,67.790518849895,292
30.111,1195.111,437.111,1.0,2,437.111,0.9101885100156042,69.05170430024961,650
30.111,1196.111,466.111,1.0,2,466.111,0.9187082776592514,69.35500331191416,548
30.111,1198.111,538.111,0.555256064690027,2,538.111,0.9107358482763485,75.99841540339486,206
30.111,1198.111,471.111,0.444743935309973,2,471.111,0.9720340632997554,80.80346962793101,165
30.111,1199.111,539.111,0.5138888888888888,2,539.111,0.957299414943183,78.60501119742403,148
30.111,1199.111,472.111,0.4861111111111111,2,472.111,0.9739143856903422,80.24151175729523,140
30.111,1201.111,1036.111,1.0,2,1036.111,0.6903989198951072,58.237822869969655,71
30.111,1216.111,458.111,1.0,2,458.111,0.8600939346801955,64.96300671845442,260
30.111,1217.111,430.111,1.0,2,430.111,0.9357046682646387,68.45610966596287,216
30.111,1218.111,459.111,1.0,2,459.111,0.8923606879148288,67.73612563673416,186
30.111,1252.111,461.111,1.0,2,461.111,0.9382045772104302,69.25198924450375,177
31.111,1164.111,503.111,1.0,2,503.111,0.8913666048624689,68.83124822185275,1031
31.111,1172.111,431.111,1.0,2,431.111,0.7654316581377397,61.959795731743064,1929
31.111,1173.111,432.111,1.0,2,432.111,0.7654000520790859,64.84313460377227,1933
31.111,1174.111,501.111,1.0,2,501.111,0.7755576692800283,62.873389575734315,1910
31.111,1175.111,502.111,1.0,2,502.111,0.7848615943720563,64.76336909402023,1524
31.111,1177.111,433.111,1.0,2,433.111,0.8430889764947931,65.42518680548427,1141
31.111,1178.111,434.111,1.0,2,434.111,0.8995948458407167,70.59932336240624,1396
31.111,1179.111,457.111,1.0,2,457.111,0.8555662348441223,67.03571173080428,362
31.111,1180.111,427.111,1.0,2,427.111,0.6835217326184068,57.90035032386972,385
31.111,1182.111,504.111,1.0,2,504.111,0.9424131365457559,77.44662459289982,886
31.111,1184.111,516.111,1.0,2,516.111,0.8337782506412047,62.356174983002916,1088
