feature,gain,split
start_agpa_points,675601.5200872421,640
course_avg_mark_historical,402626.1100406647,2518
prev_gpa_points_clean,391387.28072834015,442
fail_credit_ratio_capped,215450.67155265808,255
course_pass_rate_historical,134899.12783241272,2041
course_history_count,130048.76008224487,2598
course_retake_rate_historical,119222.73889827728,2320
last_valid_gpa_before_current_semester,105002.76620769501,433
course_share_of_requirement,87721.51168632507,1364
diploma_gpa,52103.9643573761,476
degree_requirement_credits_count,45012.06471347809,786
gpa_trend_delta,34887.63736343384,460
part_semester,32635.76271057129,485
course_credits,29539.59188270569,544
requirement_type_id,29358.638140678406,499
start_total_in_credits,19957.269883155823,461
semester_reg_credits,19769.907612800598,425
total_fail_credits_capped,19443.376978874207,176
concurrent_peer_difficulty_max,18206.612127304077,465
concurrent_peer_difficulty_mean,16597.951614379883,387
start_total_in_courses,16103.218196868896,367
reg_total_semesters,9309.18178653717,182
attempt_number,7319.354848861694,143
start_level_ord,7228.32452583313,146
consecutive_interruption_count,4027.907935142517,54
diploma_type_bucket,3948.654109954834,86
requirement_size_bucket_ord,3564.1030082702637,48
semester_reg_courses,3448.763279914856,95
start_semester,2285.0718126296997,52
prior_interruption_count,1282.8902912139893,28
prev_gpa_points_missing,615.182785987854,6
prev_semester_was_interruption,581.0416030883789,9
course_difficulty_missing,532.3092994689941,17
prev_gpa_points_zero,205.5201015472412,6
is_high_credit_course,194.95590209960938,4
is_first_row_in_timeline,160.987398147583,3
requirement_type_missing,114.08149719238281,2
is_extreme_fail_history,74.27350044250488,3
gpa_trend_missing,0.0,0
prev_gpa_invalid_zero_case,0.0,0
is_first_active_semester,0.0,0
no_previous_progress,0.0,0
degree_requirement_credits_count_missing,0.0,0
