feature,gain,split
start_agpa_points,624779.12987566,1248
course_avg_mark_historical,348908.1896958351,4264
prev_gpa_points_clean,200180.97708415985,951
course_history_count,154299.23628473282,4921
fail_credit_ratio_capped,140052.76145029068,830
course_pass_rate_historical,134106.31411409378,3933
course_retake_rate_historical,125224.21331644058,4103
last_valid_gpa_before_current_semester,81301.60662508011,911
course_share_of_requirement,72942.62973499298,1822
degree_requirement_credits_count,48373.9325671196,1281
diploma_gpa,46343.0654797554,1490
part_semester,38636.49073410034,835
gpa_trend_delta,30472.496327877045,1121
concurrent_peer_difficulty_max,28776.322338581085,1488
course_credits,28098.73409795761,843
start_total_in_credits,26898.96284389496,1212
concurrent_peer_difficulty_mean,25800.143461704254,1339
requirement_type_id,25383.613663196564,698
semester_reg_credits,24235.496482372284,973
start_total_in_courses,20325.103036403656,901
total_fail_credits_capped,17761.19743680954,570
reg_total_semesters,11239.058324813843,543
attempt_number,7882.927217006683,259
start_level_ord,7622.045592784882,246
semester_reg_courses,6445.526089668274,327
diploma_type_bucket,4163.962808609009,164
consecutive_interruption_count,4091.5778579711914,95
start_semester,3658.1628670692444,119
requirement_size_bucket_ord,3010.3986082077026,53
prior_interruption_count,2278.8720021247864,112
course_difficulty_missing,1035.2757081985474,43
prev_gpa_points_zero,535.5987024307251,31
prev_gpa_invalid_zero_case,336.58229064941406,22
is_first_row_in_timeline,281.71420192718506,8
prev_semester_was_interruption,245.08255052566528,9
is_extreme_fail_history,243.4911208152771,12
prev_gpa_points_missing,233.3177261352539,12
gpa_trend_missing,216.29470252990723,7
no_previous_progress,64.56089782714844,1
requirement_type_missing,49.1859016418457,1
degree_requirement_credits_count_missing,39.68119812011719,1
is_high_credit_course,33.55070114135742,1
is_first_active_semester,0.0,0
