feature,gain,split
start_agpa_points,413231.8417851925,1351
course_pass_rate_historical,143190.14353060722,2557
fail_credit_ratio_capped,116174.9015545845,1100
prev_gpa_points_clean,95146.74186754227,1202
course_avg_mark_historical,86790.02323079109,2771
course_history_count,72918.92678833008,3408
course_retake_rate_historical,59096.55509138107,2845
last_valid_gpa_before_current_semester,49489.68369722366,827
course_share_of_requirement,35572.02147769928,1600
diploma_gpa,34338.851279973984,1695
concurrent_peer_difficulty_max,26717.426199913025,1715
degree_requirement_credits_count,23264.07725071907,1051
total_fail_credits_capped,20860.838765144348,777
gpa_trend_delta,20819.924635648727,1313
concurrent_peer_difficulty_mean,20597.062611818314,1453
part_semester,18552.520169973373,620
start_total_in_credits,18463.797087669373,1206
start_total_in_courses,12969.320169687271,792
semester_reg_credits,12520.116137742996,863
attempt_number,10333.081204891205,349
course_credits,10329.85411453247,528
reg_total_semesters,8471.782529592514,581
requirement_type_id,6524.956761837006,304
semester_reg_courses,6028.318389415741,395
prior_interruption_count,5665.157550811768,159
diploma_type_bucket,4044.2485666275024,181
consecutive_interruption_count,3504.5451335906982,87
start_level_ord,2714.7400839328766,154
prev_gpa_points_zero,2065.3098320961,68
start_semester,1860.924021244049,127
prev_gpa_invalid_zero_case,1295.2201738357544,58
requirement_size_bucket_ord,1201.2843580245972,33
prev_semester_was_interruption,1008.9345254898071,18
course_difficulty_missing,353.45447158813477,21
is_first_row_in_timeline,298.14570331573486,8
prev_gpa_points_missing,232.07138776779175,14
is_extreme_fail_history,148.22948932647705,15
requirement_type_missing,59.00959873199463,4
no_previous_progress,50.74600028991699,2
gpa_trend_missing,38.475159645080566,3
is_first_active_semester,20.99020004272461,1
is_high_credit_course,0.0,0
degree_requirement_credits_count_missing,0.0,0
