feature,gain,split
start_agpa_points,297505.71350598335,1501
course_pass_rate_historical,124262.19688796997,2714
prev_gpa_points_clean,105949.70643568039,1128
fail_credit_ratio_capped,95656.50242638588,1066
course_avg_mark_historical,70958.46743822098,2707
course_history_count,64986.369510650635,3383
course_retake_rate_historical,53298.05158162117,2935
last_valid_gpa_before_current_semester,34491.38141012192,945
diploma_gpa,30581.416538715363,1837
course_share_of_requirement,27156.074231624603,1394
concurrent_peer_difficulty_max,23129.269669771194,1791
degree_requirement_credits_count,21014.945120096207,1110
concurrent_peer_difficulty_mean,20675.720475912094,1604
gpa_trend_delta,20545.530422449112,1587
total_fail_credits_capped,19645.672430753708,878
part_semester,18498.99066376686,644
start_total_in_credits,16335.5309445858,1249
semester_reg_credits,13234.135976314545,915
start_total_in_courses,10341.350991725922,758
course_credits,8865.953886508942,523
attempt_number,7575.985336065292,373
reg_total_semesters,6779.899271965027,552
requirement_type_id,5575.438564777374,274
semester_reg_courses,5512.287482738495,422
consecutive_interruption_count,3780.8905625343323,111
diploma_type_bucket,3305.9182529449463,168
prior_interruption_count,3215.545244693756,170
prev_gpa_points_zero,2246.6714363098145,77
start_level_ord,2237.21342253685,156
start_semester,1515.1502068042755,118
prev_gpa_invalid_zero_case,1132.3198623657227,55
requirement_size_bucket_ord,1094.0626153945923,49
course_difficulty_missing,479.9678678512573,26
prev_semester_was_interruption,407.2440700531006,10
prev_gpa_points_missing,116.02857160568237,7
requirement_type_missing,104.1975998878479,8
is_extreme_fail_history,96.5950198173523,9
is_first_row_in_timeline,73.24026012420654,5
gpa_trend_missing,72.21465969085693,4
degree_requirement_credits_count_missing,19.162500381469727,1
is_high_credit_course,0.0,0
no_previous_progress,0.0,0
is_first_active_semester,0.0,0
concurrent_peer_difficulty_missing,0.0,0
