feature,gain,split
start_agpa_points,711700.0426149368,2068
course_avg_mark_historical,359535.6892127991,5510
course_history_count,165905.17351198196,6078
course_pass_rate_historical,163101.20207953453,5381
course_retake_rate_historical,147494.14025878906,5387
fail_credit_ratio_capped,134786.0800204277,1213
prev_gpa_points_clean,119924.29544472694,1472
last_valid_gpa_before_current_semester,98746.54756331444,1267
course_share_of_requirement,83004.67636728287,2401
diploma_gpa,55270.605253219604,2151
degree_requirement_credits_count,52982.75534367561,1549
part_semester,42289.27202582359,1058
start_total_in_credits,36618.25109386444,1963
gpa_trend_delta,35470.6052980423,1866
course_credits,32341.267539978027,1076
semester_reg_credits,28163.45156621933,1323
requirement_type_id,27209.044615745544,852
start_total_in_courses,26676.378871679306,1431
total_fail_credits_capped,21965.46042251587,815
reg_total_semesters,14124.186283826828,860
semester_reg_courses,8990.905943870544,553
attempt_number,8321.196495771408,324
start_level_ord,7444.0881979465485,309
diploma_type_bucket,4511.306333780289,206
start_semester,4343.4548263549805,166
consecutive_interruption_count,4033.307532310486,96
requirement_size_bucket_ord,3181.592945098877,59
prior_interruption_count,2376.0562105178833,130
course_difficulty_missing,1649.5501203536987,63
prev_gpa_points_zero,616.2847280502319,38
is_first_row_in_timeline,412.1246919631958,10
prev_semester_was_interruption,406.3667025566101,14
prev_gpa_invalid_zero_case,379.5216007232666,29
requirement_type_missing,276.7693967819214,8
gpa_trend_missing,226.35510921478271,5
is_extreme_fail_history,194.29165887832642,12
prev_gpa_points_missing,185.09483194351196,10
degree_requirement_credits_count_missing,10.485199928283691,1
no_previous_progress,0.0,0
is_first_active_semester,0.0,0
is_high_credit_course,0.0,0
