feature,gain,split
start_agpa_points,421258.18391895294,1446
course_pass_rate_historical,168734.56986498833,2866
fail_credit_ratio_capped,118337.1640367508,1162
prev_gpa_points_clean,90221.75245928764,1196
course_history_count,83327.69376063347,4165
course_avg_mark_historical,73987.52961993217,2988
course_retake_rate_historical,60395.852085351944,3061
last_valid_gpa_before_current_semester,37004.76738142967,997
diploma_gpa,36704.6042535305,1807
course_share_of_requirement,33107.119478940964,1593
total_fail_credits_capped,28474.181062221527,846
degree_requirement_credits_count,26065.538036346436,1209
gpa_trend_delta,23756.14560866356,1464
part_semester,19833.868525743484,715
start_total_in_credits,19636.3656873703,1304
semester_reg_credits,15518.084658145905,990
start_total_in_courses,14324.328746795654,928
course_credits,11784.711372852325,594
attempt_number,9621.181115627289,386
reg_total_semesters,8526.47622513771,634
semester_reg_courses,6721.372568368912,456
requirement_type_id,6487.4480447769165,338
prior_interruption_count,4156.220004081726,167
consecutive_interruption_count,4081.6972942352295,103
diploma_type_bucket,3976.9486882686615,167
start_level_ord,2872.894283771515,186
prev_gpa_invalid_zero_case,1773.3697862625122,65
start_semester,1697.5091352462769,131
prev_gpa_points_zero,1387.3944001197815,55
requirement_size_bucket_ord,943.8695392608643,41
prev_semester_was_interruption,638.3813939094543,17
course_difficulty_missing,317.03120279312134,20
is_first_row_in_timeline,179.76028060913086,11
is_extreme_fail_history,139.0590581893921,8
prev_gpa_points_missing,80.88800048828125,6
requirement_type_missing,61.27779960632324,3
gpa_trend_missing,55.852919578552246,5
is_first_active_semester,0.0,0
no_previous_progress,0.0,0
is_high_credit_course,0.0,0
degree_requirement_credits_count_missing,0.0,0
