university_id,new_course_id,new_course_name,new_course_name_key,new_course_name_stem,new_course_credits,new_course_requirement_type_id,new_course_degree_ids,new_course_family_count,new_course_scope,new_course_valid_rows,old_course_id,old_course_name,old_course_name_key,old_course_credits,credit_change,credit_changed,requirement_type_changed,old_course_degree_ids,old_course_train_support,old_course_train_pass_rate,old_course_train_avg_mark,predecessor_rank,predecessor_count_for_new_course,relationship_type,weight_hint,match_method,scope_confidence,lineage_scope_used,lineage_rank_matched,effective_from_part_id,approval_status,notes,review_decision,reviewer_name,review_date,review_notes
111,1409.111,نظرية المحاسبة,نظريه محاسبه,نظريه محاسبه,3.0,4,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,52,24.111,نظرية المحاسبة,نظريه محاسبه,3.0,0.0,false,true,11.111,84,0.9880952380952381,76.73809523809524,1,1,successor,1.0,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1412.111,نظم المعلومات الإدارية,نظم معلومات اداريه,نظم معلومات اداريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,91,121.111,نظم المعلومات الإدارية 1,نظم معلومات اداريه#1,3.0,0.0,false,false,7.111|8.111|9.111|10.111|11.111|12.111|22.111,531,0.8173258003766478,61.13559322033898,1,3,consolidated_into,0.715633423180593,name_stem_catalog_consolidation,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20222,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1412.111,نظم المعلومات الإدارية,نظم معلومات اداريه,نظم معلومات اداريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,91,545.111,نظم المعلومات الإدارية,نظم معلومات اداريه,3.0,0.0,false,true,3.111,135,0.9629629629629629,72.82962962962964,2,3,consolidated_into,0.18194070080862534,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20222,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1412.111,نظم المعلومات الإدارية,نظم معلومات اداريه,نظم معلومات اداريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,91,195.111,نظم المعلومات الادارية,نظم معلومات اداريه,2.0,1.0,true,true,19.111,76,0.8026315789473685,60.76315789473684,3,3,consolidated_into,0.10242587601078167,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20222,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1412.111,نظم المعلومات الإدارية,نظم معلومات اداريه,نظم معلومات اداريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,91,123.111,نظم المعلومات الإدارية 2,نظم معلومات اداريه#2,3.0,0.0,false,true,7.111|8.111|9.111|10.111|11.111|12.111|22.111,16,0.8125,58.625,4,3,candidate_below_support,,name_stem_catalog_consolidation,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20222,pending,"Name-key candidate retained for visibility, but raw TRAIN support 16 is below min_support=20.",,,,
111,1418.111,نظم معلومات إدارة الموارد البشرية,نظم معلومات اداره موارد بشريه,نظم معلومات اداره موارد بشريه,3.0,5,34.111|53.111,1,specific,6,,,,,,unknown,unknown,,,,,,0,none,,none,,8.111|10.111|11.111,,20223,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
111,1419.111,نقود ومصارف,نقود ومصارف,نقود ومصارف,3.0,5,33.111|37.111|52.111|54.111,2,specific,2,49.111,نقود ومصارف,نقود ومصارف,3.0,0.0,false,false,10.111,48,0.9375,78.27083333333333,1,1,successor,1.0,name_key_union_lineage,in_lineage,8.111|10.111|11.111|22.111,1,20232,pending,TRAIN-supported normalized-name match is catalogued inside the lineage scope and was generated by the ordinary automatic rule; proposal remains pending.,,,,
111,1419.111,نقود ومصارف,نقود ومصارف,نقود ومصارف,3.0,5,33.111|37.111|52.111|54.111,2,specific,2,168.111,نقود ومصارف,نقود ومصارف,2.0,1.0,true,false,19.111,109,0.7247706422018348,62.75229357798165,1,0,name_only_review_candidate,,cross_faculty_name_only_review_candidate,cross_faculty,8.111|10.111|11.111|22.111,,20232,pending,Normalized-name match lies outside lineage scope and has no TRAIN/VALID faculty intersection; visible and unweighted.,,,,
111,1421.111,مهارات اللغة العربية,مهارات لغه عربيه,مهارات لغه عربيه,2.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,854,,,,,,unknown,unknown,,,,,,0,none,,none,,ALL_TRAIN_PRESENT_COURSES,,20231,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
111,1422.111,مهارات الحاسوب,مهارات حاسوب,مهارات حاسوب,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,686,967.111,مهارات الحاسوب,مهارات حاسوب,3.0,0.0,false,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,9254,0.9153879403501188,70.33077588070024,1,5,consolidated_into,0.9502002258958825,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1422.111,مهارات الحاسوب,مهارات حاسوب,مهارات حاسوب,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,686,150.111,مهارات الحاسوب 1,مهارات حاسوب#1,3.0,0.0,false,false,19.111,192,0.875,67.84895833333333,2,5,consolidated_into,0.019714549748434132,name_stem_catalog_consolidation,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1422.111,مهارات الحاسوب,مهارات حاسوب,مهارات حاسوب,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,686,398.111,مهارات الحاسوب,مهارات حاسوب,3.0,0.0,false,true,18.111,149,0.8590604026845637,64.48322147651007,3,5,consolidated_into,0.015299312044357737,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1422.111,مهارات الحاسوب,مهارات حاسوب,مهارات حاسوب,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,686,173.111,مهارات الحاسوب 2,مهارات حاسوب#2,4.0,-1.0,true,false,19.111,89,0.6966292134831461,55.640449438202246,4,5,consolidated_into,0.009138515247972072,name_stem_catalog_consolidation,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1422.111,مهارات الحاسوب,مهارات حاسوب,مهارات حاسوب,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,686,584.111,مهارات الحاسوب,مهارات حاسوب,3.0,0.0,false,false,15.111,55,0.9090909090909091,70.98181818181818,5,5,consolidated_into,0.0056473970633535275,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,956.111,اللغة الانكليزية 1,لغه انكليزيه#1,2.0,1.0,true,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,6959,0.7669205345595631,64.62796378790055,1,5,consolidated_into,0.876337992696134,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,830.111,اللغة الانكليزية - 1,لغه انكليزيه#1,3.0,0.0,false,false,20.111,363,0.6776859504132231,56.49586776859504,2,5,consolidated_into,0.04571212693615414,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,221.111,لغة انكليزية (1),لغه انكليزيه#1,3.0,0.0,false,false,16.111,241,0.9045643153526971,74.79253112033194,3,5,consolidated_into,0.030348822566427403,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,151.111,اللغة الانكليزية 1,لغه انكليزيه#1,3.0,0.0,false,false,19.111,229,0.6593886462882096,55.379912663755455,4,5,consolidated_into,0.028837677874323134,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,391.111,اللغة الإنكليزية 1,لغه انكليزيه#1,3.0,0.0,false,false,18.111,149,0.8389261744966443,65.78523489932886,5,5,consolidated_into,0.01876337992696134,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1423.111,اللغة الإنكليزية – 1,لغه انكليزيه#1,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,979,893.111,اللغة الأنكليزية (1),لغه انكليزيه#1,3.0,0.0,false,false,17.111,2,0.5,26.0,6,5,candidate_below_support,,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,"Name-key candidate retained for visibility, but raw TRAIN support 2 is below min_support=20.",,,,
111,1424.111,اللغة الإنكليزية – 2,لغه انكليزيه#2,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,471,962.111,اللغة الانكليزية 2,لغه انكليزيه#2,2.0,1.0,true,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,5362,0.8642297650130548,69.65274151436032,1,5,consolidated_into,0.8595703751202308,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1424.111,اللغة الإنكليزية – 2,لغه انكليزيه#2,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,471,836.111,اللغة الانكليزية - 2,لغه انكليزيه#2,3.0,0.0,false,false,20.111,275,0.7418181818181818,61.087272727272726,2,5,consolidated_into,0.04408464251362616,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1424.111,اللغة الإنكليزية – 2,لغه انكليزيه#2,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,471,222.111,لغة انكليزية (2),لغه انكليزيه#2,3.0,0.0,false,false,16.111,232,0.9310344827586207,74.03448275862068,3,5,consolidated_into,0.037191407502404614,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1424.111,اللغة الإنكليزية – 2,لغه انكليزيه#2,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,471,157.111,لغة انكليزية 2,لغه انكليزيه#2,3.0,0.0,false,false,19.111,189,0.8306878306878307,62.74074074074074,4,5,consolidated_into,0.03029817249118307,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1424.111,اللغة الإنكليزية – 2,لغه انكليزيه#2,لغه انكليزيه,3.0,1,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,471,392.111,اللغة الإنكليزية 2,لغه انكليزيه#2,3.0,0.0,false,false,18.111,180,0.7333333333333333,60.56111111111111,5,5,consolidated_into,0.028855402372555305,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20232,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1425.111,مدخل الى القانون,مدخل الي قانون,مدخل الي قانون,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,185,1019.111,مدخل الى القانون,مدخل الي قانون,2.0,0.0,false,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,4065,0.8988929889298893,74.29323493234932,1,2,consolidated_into,0.9471109040074557,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1425.111,مدخل الى القانون,مدخل الي قانون,مدخل الي قانون,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,185,152.111,مدخل الى القانون,مدخل الي قانون,2.0,0.0,false,true,19.111,227,0.6343612334801763,53.87665198237885,2,2,consolidated_into,0.052889095992544266,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1426.111,علم الاجتماع,علم اجتماع,علم اجتماع,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,87,1018.111,علم اجتماع,علم اجتماع,2.0,0.0,false,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,2831,0.8279759802190039,64.24514305898975,1,1,successor,1.0,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1427.111,مهارات التفكير والبحث العلمي,مهارات تفكير والبحث علمي,مهارات تفكير والبحث علمي,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,26,,,,,,unknown,unknown,,,,,,0,none,,none,,ALL_TRAIN_PRESENT_COURSES,,20231,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
111,1428.111,اساسيات الإدارة ومهاراتها,اساسيات اداره ومهاراتها,اساسيات اداره ومهاراتها,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,41,,,,,,unknown,unknown,,,,,,0,none,,none,,ALL_TRAIN_PRESENT_COURSES,,20231,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
111,1429.111,علم البيئة,علم بييه,علم بييه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,308,1021.111,علم البيئة,علم بييه,2.0,0.0,false,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,6026,0.8781944905409891,69.50365084633256,1,1,successor,1.0,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1430.111,اللغة الانكليزية - 3,لغه انكليزيه#3,لغه انكليزيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,3,1015.111,اللغة الانكليزية 3,لغه انكليزيه#3,2.0,0.0,false,false,1.111|2.111|3.111|4.111|5.111|6.111|7.111|8.111|9.111|10.111|11.111|12.111|13.111|21.111|22.111|24.111|25.111|26.111|27.111|29.111|30.111|31.111|33.111|34.111|35.111|36.111|37.111|38.111|39.111,912,0.9144736842105263,75.50877192982456,1,4,consolidated_into,0.7064291247095275,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1430.111,اللغة الانكليزية - 3,لغه انكليزيه#3,لغه انكليزيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,3,847.111,اللغة الانكليزية - 3,لغه انكليزيه#3,3.0,-1.0,true,true,20.111,199,0.7738693467336684,64.58793969849246,2,4,consolidated_into,0.1541440743609605,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1430.111,اللغة الانكليزية - 3,لغه انكليزيه#3,لغه انكليزيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,3,194.111,لغة انكليزية 3,لغه انكليزيه#3,2.0,0.0,false,true,19.111,108,0.5833333333333334,52.23148148148148,3,4,consolidated_into,0.08365608055770721,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1430.111,اللغة الانكليزية - 3,لغه انكليزيه#3,لغه انكليزيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,3,389.111,اللغة الإنكليزية 3,لغه انكليزيه#3,3.0,-1.0,true,true,18.111,72,0.8333333333333334,60.166666666666664,4,4,consolidated_into,0.055770720371804805,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,TRAIN-supported normalized-name match is catalogued inside the corrected union lineage scope; proposal remains pending.,,,,
111,1430.111,اللغة الانكليزية - 3,لغه انكليزيه#3,لغه انكليزيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,3,914.111,اللغة الانكليزية (3),لغه انكليزيه#3,3.0,-1.0,true,true,17.111,1,1.0,78.0,5,4,candidate_below_support,,name_key_global,in_lineage,ALL_TRAIN_PRESENT_COURSES,,20231,pending,"Name-key candidate retained for visibility, but raw TRAIN support 1 is below min_support=20.",,,,
111,1431.111,لغة أجنبية حية ثانية - فرنسية,لغه اجنبيه حيه ثانيه فرنسيه,لغه اجنبيه حيه ثانيه فرنسيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,2,,,,,,unknown,unknown,,,,,,0,none,,none,,ALL_TRAIN_PRESENT_COURSES,,20231,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
111,1433.111,لغة أجنبية حية ثانية - ألمانية,لغه اجنبيه حيه ثانيه مانيه,لغه اجنبيه حيه ثانيه مانيه,2.0,2,40.111|41.111|42.111|44.111|45.111|46.111|47.111|48.111|49.111|50.111|51.111|52.111|53.111|54.111|55.111|56.111|57.111|58.111|59.111|60.111|61.111|64.111|65.111,16,shared,1,,,,,,unknown,unknown,,,,,,0,none,,none,,ALL_TRAIN_PRESENT_COURSES,,20232,pending,No TRAIN-present normalized-name predecessor exists in the catalog after structural exclusions.,,,,
