university_id,name_stem,direction,old_course_ids,old_course_names,old_total_credits,old_train_support,new_course_ids,new_course_names,new_total_credits,new_valid_rows,shared_degree_ids,credit_change,confirmation_basis,exclude_from_ordinary_matching,approval_status,notes,review_decision,reviewer_name,review_date,review_notes
111,مهارات حاسوب,merge,150.111|173.111,مهارات الحاسوب 1|مهارات الحاسوب 2,7.0,281,1422.111,مهارات الحاسوب,3.0,686,19.111,-4.0,structural_candidate_pending_review,False,pending,Membership-defined structural proposal; no numeric course-ID generation boundary was used.,,,,
111,بنيان حواسيب,split,510.111,بنيان الحواسيب,3.0,1165,1183.111|1192.111,بنيان الحواسيب1|بنيان الحواسيب2,6.0,767,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3.0,task_specified_known_split,True,pending,Membership-defined structural proposal; no numeric course-ID generation boundary was used.,,,,
111,دارات كهرباييه,split,384.111,دارات كهربائية,3.0,160,1180.111|1220.111,الدارات الكهربائية1|الدارات الكهربائية2,6.0,779,31.111|49.111,3.0,structural_candidate_pending_review,False,pending,Membership-defined structural proposal; no numeric course-ID generation boundary was used.,,,,
111,محاسبه تكاليف,split,179.111,محاسبة تكاليف,4.0,85,1380.111|1381.111,محاسبة تكاليف1|محاسبة تكاليف2,6.0,15,36.111|55.111,2.0,structural_candidate_pending_review,False,pending,Membership-defined structural proposal; no numeric course-ID generation boundary was used.,,,,
