university_id,new_degree_id,new_degree_name,new_degree_course_count,candidate_rank,old_degree_id,old_degree_name,old_degree_course_count,old_degree_old_course_count,shared_course_key_count,overlap_pct_of_new,overlap_pct_of_old,jaccard,degree_name_similarity,same_family_after_strip,courses_added,courses_removed,approval_status,notes
111,30.111,هندسة التحكم والروبوت,74,2,6.111,هندسة الاتصالات و الشبكات,77,68,41,0.5540540540540541,0.5324675324675324,0.37272727272727274,0.55,False,33,36,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,30.111,هندسة التحكم والروبوت,74,3,3.111,هندسة البرمجيات ونظم المعلومات,75,70,35,0.47297297297297297,0.4666666666666667,0.30701754385964913,0.5333333333333333,False,39,40,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,31.111,هندسة الاتصالات,74,1,6.111,هندسة الاتصالات و الشبكات,77,68,51,0.6891891891891891,0.6623376623376623,0.51,0.7647058823529411,False,23,26,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,31.111,هندسة الاتصالات,74,2,5.111,هندسة الحاسوب و التحكم,77,66,45,0.6081081081081081,0.5844155844155844,0.42452830188679247,0.5161290322580645,False,29,32,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,31.111,هندسة الاتصالات,74,3,3.111,هندسة البرمجيات ونظم المعلومات,75,70,36,0.4864864864864865,0.48,0.3185840707964602,0.5641025641025641,False,38,39,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,33.111,إدارة الأعمال,60,1,8.111,اداره الموارد البشرية,63,59,31,0.5166666666666667,0.49206349206349204,0.33695652173913043,0.5,False,29,32,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,33.111,إدارة الأعمال,60,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,30,0.5,0.47619047619047616,0.3225806451612903,0.5263157894736842,False,30,33,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,33.111,إدارة الأعمال,60,3,11.111,المحاسبة و التدقيق,63,58,29,0.48333333333333334,0.4603174603174603,0.30851063829787234,0.24,False,31,34,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,34.111,إدارة الموارد البشرية,59,1,8.111,اداره الموارد البشرية,63,59,31,0.5254237288135594,0.49206349206349204,0.34065934065934067,1.0,True,28,32,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,34.111,إدارة الموارد البشرية,59,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,28,0.4745762711864407,0.4444444444444444,0.2978723404255319,0.5454545454545454,False,31,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,34.111,إدارة الموارد البشرية,59,3,11.111,المحاسبة و التدقيق,63,58,28,0.4745762711864407,0.4444444444444444,0.2978723404255319,0.3870967741935484,False,31,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,35.111,التسويق,59,1,7.111,التسويق و الإمداد,63,42,37,0.6271186440677966,0.5873015873015873,0.43529411764705883,0.5555555555555556,False,22,26,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,35.111,التسويق,59,2,11.111,المحاسبة و التدقيق,63,58,28,0.4745762711864407,0.4444444444444444,0.2978723404255319,0.3157894736842105,False,31,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,35.111,التسويق,59,3,10.111,إدارة المؤسسات المالية و المصرفية,63,60,28,0.4745762711864407,0.4444444444444444,0.2978723404255319,0.1875,False,31,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,36.111,المحاسبة,60,1,11.111,المحاسبة و التدقيق,63,58,41,0.6833333333333333,0.6507936507936508,0.5,0.6,False,19,22,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,36.111,المحاسبة,60,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,28,0.4666666666666667,0.4444444444444444,0.29473684210526313,0.18181818181818182,False,32,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,36.111,المحاسبة,60,3,22.111,إدارة (اختصاص عام),41,38,26,0.43333333333333335,0.6341463414634146,0.3466666666666667,0.09090909090909091,False,34,15,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,37.111,التمويل والمصارف,60,1,10.111,إدارة المؤسسات المالية و المصرفية,63,60,36,0.6,0.5714285714285714,0.41379310344827586,0.43902439024390244,False,24,27,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,37.111,التمويل والمصارف,60,2,11.111,المحاسبة و التدقيق,63,58,29,0.48333333333333334,0.4603174603174603,0.30851063829787234,0.21428571428571427,False,31,34,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,37.111,التمويل والمصارف,60,3,22.111,إدارة (اختصاص عام),41,38,27,0.45,0.6585365853658537,0.36486486486486486,0.2,False,33,14,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,39.111,العلوم الإدارية (اختصاص عام),38,1,10.111,إدارة المؤسسات المالية و المصرفية,63,60,27,0.7105263157894737,0.42857142857142855,0.36486486486486486,0.32653061224489793,False,11,36,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,39.111,العلوم الإدارية (اختصاص عام),38,2,11.111,المحاسبة و التدقيق,63,58,27,0.7105263157894737,0.42857142857142855,0.36486486486486486,0.2777777777777778,False,11,36,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,39.111,العلوم الإدارية (اختصاص عام),38,3,22.111,إدارة (اختصاص عام),41,38,26,0.6842105263157895,0.6341463414634146,0.49056603773584906,0.8421052631578947,False,12,15,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,40.111,العلوم الإدارية (اختصاص عام) 2023,40,1,10.111,إدارة المؤسسات المالية و المصرفية,63,60,19,0.475,0.30158730158730157,0.2261904761904762,0.32653061224489793,False,21,44,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,40.111,العلوم الإدارية (اختصاص عام) 2023,40,2,11.111,المحاسبة و التدقيق,63,58,19,0.475,0.30158730158730157,0.2261904761904762,0.2777777777777778,False,21,44,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,40.111,العلوم الإدارية (اختصاص عام) 2023,40,3,22.111,إدارة (اختصاص عام),41,38,18,0.45,0.43902439024390244,0.2857142857142857,0.8421052631578947,False,22,23,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,41.111,دكتور في الطب 2023,85,1,2.111,دكتور في الطب,84,69,74,0.8809523809523809,0.891566265060241,0.7956989247311828,1.0,True,10,9,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,41.111,دكتور في الطب 2023,85,2,15.111,دكتور في الطب البشري,88,50,21,0.25,0.25609756097560976,0.14482758620689656,0.8148148148148148,False,63,61,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,41.111,دكتور في الطب 2023,85,3,1.111,دكتور في طب الأسنان,89,86,9,0.10714285714285714,0.10112359550561797,0.054878048780487805,0.7857142857142857,False,75,80,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,42.111,إجازة دكتور في طب الأسنان 2023,91,1,1.111,دكتور في طب الأسنان,89,86,81,0.8901098901098901,0.9101123595505618,0.8181818181818182,0.85,False,10,8,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,42.111,إجازة دكتور في طب الأسنان 2023,91,2,16.111,دكتور في طب الأسنان,81,78,14,0.15384615384615385,0.1728395061728395,0.08860759493670886,0.85,False,77,67,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,42.111,إجازة دكتور في طب الأسنان 2023,91,3,2.111,دكتور في الطب,84,69,9,0.0989010989010989,0.10843373493975904,0.05454545454545454,0.6470588235294118,False,82,74,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,44.111,الصيدلة و الكيمياء الصيدلية 2023,80,1,13.111,الصيدلة و الكيمياء الصيدلية,78,75,70,0.875,0.8974358974358975,0.7954545454545454,1.0,True,10,8,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,44.111,الصيدلة و الكيمياء الصيدلية 2023,80,2,21.111,هندسة حاسوب (اختصاص عام),42,37,8,0.1,0.19047619047619047,0.07017543859649122,0.27906976744186046,False,72,34,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,44.111,الصيدلة و الكيمياء الصيدلية 2023,80,3,24.111,إجازة في هندسة البترول,68,65,8,0.1,0.11764705882352941,0.05714285714285714,0.1951219512195122,False,72,60,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,45.111,هندسة التحكم والروبوت 2023,76,1,5.111,هندسة الحاسوب و التحكم,77,66,36,0.47368421052631576,0.4675324675324675,0.3076923076923077,0.5405405405405406,False,40,41,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,45.111,هندسة التحكم والروبوت 2023,76,2,6.111,هندسة الاتصالات و الشبكات,77,68,33,0.4342105263157895,0.42857142857142855,0.275,0.55,False,43,44,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,45.111,هندسة التحكم والروبوت 2023,76,3,3.111,هندسة البرمجيات ونظم المعلومات,75,70,27,0.35526315789473684,0.36,0.21774193548387097,0.5333333333333333,False,49,48,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,46.111,الهندسة المعلوماتية/هندسة البرمجيات ونظم المعلومات 2023,76,1,3.111,هندسة البرمجيات ونظم المعلومات,75,70,31,0.40789473684210525,0.41333333333333333,0.25833333333333336,0.6341463414634146,False,45,44,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,46.111,الهندسة المعلوماتية/هندسة البرمجيات ونظم المعلومات 2023,76,2,4.111,هندسة الذكاء الصنعي,75,67,29,0.3815789473684211,0.38666666666666666,0.23770491803278687,0.5333333333333333,False,47,46,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,46.111,الهندسة المعلوماتية/هندسة البرمجيات ونظم المعلومات 2023,76,3,5.111,هندسة الحاسوب و التحكم,77,66,29,0.3815789473684211,0.37662337662337664,0.23387096774193547,0.42424242424242425,False,47,48,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,47.111,الهندسة المعلوماتية/هندسة الذكاء الصنعي وعلوم البيانات 2023,76,1,4.111,هندسة الذكاء الصنعي,75,67,33,0.4342105263157895,0.44,0.2796610169491525,0.5333333333333333,False,43,42,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,47.111,الهندسة المعلوماتية/هندسة الذكاء الصنعي وعلوم البيانات 2023,76,2,3.111,هندسة البرمجيات ونظم المعلومات,75,70,31,0.40789473684210525,0.41333333333333333,0.25833333333333336,0.6341463414634146,False,45,44,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,47.111,الهندسة المعلوماتية/هندسة الذكاء الصنعي وعلوم البيانات 2023,76,3,5.111,هندسة الحاسوب و التحكم,77,66,29,0.3815789473684211,0.37662337662337664,0.23387096774193547,0.42424242424242425,False,47,48,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,48.111,الهندسة المعلوماتية/هندسة أمن النظم والشبكات الحاسوبية 2023,76,1,6.111,هندسة الاتصالات و الشبكات,77,68,32,0.42105263157894735,0.4155844155844156,0.2644628099173554,0.4444444444444444,False,44,45,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,48.111,الهندسة المعلوماتية/هندسة أمن النظم والشبكات الحاسوبية 2023,76,2,5.111,هندسة الحاسوب و التحكم,77,66,31,0.40789473684210525,0.4025974025974026,0.2540983606557377,0.42424242424242425,False,45,46,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,48.111,الهندسة المعلوماتية/هندسة أمن النظم والشبكات الحاسوبية 2023,76,3,3.111,هندسة البرمجيات ونظم المعلومات,75,70,30,0.39473684210526316,0.4,0.24793388429752067,0.6341463414634146,False,46,45,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,50.111,إجازة في هندسة البترول2023,70,1,24.111,إجازة في هندسة البترول,68,65,60,0.8571428571428571,0.8823529411764706,0.7692307692307693,1.0,True,10,8,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,50.111,إجازة في هندسة البترول2023,70,2,20.111,هندسة البترول,66,61,11,0.15714285714285714,0.16666666666666666,0.088,0.7096774193548387,False,59,55,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,50.111,إجازة في هندسة البترول2023,70,3,21.111,هندسة حاسوب (اختصاص عام),42,37,8,0.11428571428571428,0.19047619047619047,0.07692307692307693,0.38095238095238093,False,62,34,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,52.111,التمويل والمصارف 2023,62,1,10.111,إدارة المؤسسات المالية و المصرفية,63,60,28,0.45161290322580644,0.4444444444444444,0.28865979381443296,0.43902439024390244,False,34,35,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,52.111,التمويل والمصارف 2023,62,2,11.111,المحاسبة و التدقيق,63,58,21,0.3387096774193548,0.3333333333333333,0.20192307692307693,0.21428571428571427,False,41,42,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,52.111,التمويل والمصارف 2023,62,3,22.111,إدارة (اختصاص عام),41,38,19,0.3064516129032258,0.4634146341463415,0.2261904761904762,0.2,False,43,22,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,53.111,إدارة الموارد البشرية 2023,61,1,8.111,اداره الموارد البشرية,63,59,23,0.3770491803278688,0.36507936507936506,0.22772277227722773,1.0,True,38,40,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,53.111,إدارة الموارد البشرية 2023,61,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,20,0.32786885245901637,0.31746031746031744,0.19230769230769232,0.5454545454545454,False,41,43,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,53.111,إدارة الموارد البشرية 2023,61,3,11.111,المحاسبة و التدقيق,63,58,20,0.32786885245901637,0.31746031746031744,0.19230769230769232,0.3870967741935484,False,41,43,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,54.111,إدارة الأعمال2023,62,1,8.111,اداره الموارد البشرية,63,59,23,0.3709677419354839,0.36507936507936506,0.22549019607843138,0.5,False,39,40,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,54.111,إدارة الأعمال2023,62,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,22,0.3548387096774194,0.3492063492063492,0.21359223300970873,0.5263157894736842,False,40,41,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,54.111,إدارة الأعمال2023,62,3,11.111,المحاسبة و التدقيق,63,58,21,0.3387096774193548,0.3333333333333333,0.20192307692307693,0.24,False,41,42,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,55.111,المحاسبة 2023,62,1,11.111,المحاسبة و التدقيق,63,58,33,0.532258064516129,0.5238095238095238,0.358695652173913,0.6,False,29,30,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,55.111,المحاسبة 2023,62,2,10.111,إدارة المؤسسات المالية و المصرفية,63,60,20,0.3225806451612903,0.31746031746031744,0.19047619047619047,0.18181818181818182,False,42,43,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,55.111,المحاسبة 2023,62,3,22.111,إدارة (اختصاص عام),41,38,18,0.2903225806451613,0.43902439024390244,0.21176470588235294,0.09090909090909091,False,44,23,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,56.111,التسويق2023,61,1,7.111,التسويق و الإمداد,63,42,29,0.47540983606557374,0.4603174603174603,0.30526315789473685,0.5555555555555556,False,32,34,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,56.111,التسويق2023,61,2,11.111,المحاسبة و التدقيق,63,58,20,0.32786885245901637,0.31746031746031744,0.19230769230769232,0.3157894736842105,False,41,43,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
111,56.111,التسويق2023,61,3,10.111,إدارة المؤسسات المالية و المصرفية,63,60,20,0.32786885245901637,0.31746031746031744,0.19230769230769232,0.1875,False,41,43,pending,Ranked only over ancestry-eligible TRAIN-present degrees; eligibility requires at least 5 TRAIN-present catalog courses.
