feature,gain,split
start_agpa_points,302319.1026160717,1318
course_pass_rate_historical,132686.39647984505,2641
fail_credit_ratio_capped,94508.33106613159,1039
prev_gpa_points_clean,72350.65006709099,1000
course_history_count,64125.02584576607,3218
last_valid_gpa_before_current_semester,58756.11596941948,812
course_avg_mark_historical,57413.1926343441,2479
course_retake_rate_historical,50044.54106473923,2683
diploma_gpa,28799.546412467957,1634
course_share_of_requirement,27919.217669725418,1358
concurrent_peer_difficulty_max,24590.587048768997,1765
total_fail_credits_capped,22284.456350326538,845
degree_requirement_credits_count,21842.50591158867,1060
concurrent_peer_difficulty_mean,20700.374820947647,1529
gpa_trend_delta,19440.38902616501,1401
part_semester,19089.661385536194,628
start_total_in_credits,15100.955613851547,1105
semester_reg_credits,12165.42953300476,850
start_total_in_courses,11275.496814250946,772
course_credits,8367.8506462574,481
attempt_number,7597.092474460602,353
reg_total_semesters,6932.284413814545,553
requirement_type_id,5807.835244178772,284
semester_reg_courses,5619.538608312607,425
consecutive_interruption_count,3735.004120826721,99
prior_interruption_count,3046.4786443710327,144
diploma_type_bucket,2947.3332505226135,142
start_level_ord,2035.5403225421906,149
prev_gpa_points_zero,1810.6140179634094,69
start_semester,1407.5445203781128,98
prev_gpa_invalid_zero_case,1185.524814605713,63
requirement_size_bucket_ord,873.5755467414856,34
prev_semester_was_interruption,669.6600155830383,16
course_difficulty_missing,653.688069820404,40
prev_gpa_points_missing,221.0055103302002,10
is_extreme_fail_history,110.06169939041138,9
is_first_row_in_timeline,90.76456022262573,6
gpa_trend_missing,50.03111028671265,5
requirement_type_missing,42.4128999710083,4
degree_requirement_credits_count_missing,8.365839958190918,1
is_high_credit_course,0.0,0
no_previous_progress,0.0,0
is_first_active_semester,0.0,0
concurrent_peer_difficulty_missing,0.0,0
