feature,gain,split
start_agpa_points,651351.488412857,473
course_avg_mark_historical,423245.0651874542,1470
prev_gpa_points_clean,362868.09568595886,313
fail_credit_ratio_capped,192997.84830856323,189
last_valid_gpa_before_current_semester,128976.17137527466,328
course_history_count,77765.72277641296,1333
course_retake_rate_historical,75465.2861995697,1187
course_share_of_requirement,52250.14533042908,742
course_pass_rate_historical,52052.63624763489,631
diploma_gpa,51013.51180076599,324
gpa_trend_delta,33743.75270843506,329
degree_requirement_credits_count,33721.86889457703,462
part_semester,28622.166847229004,343
total_fail_credits_capped,27536.11318397522,110
requirement_type_id,24097.800441741943,348
course_credits,20260.446533203125,299
semester_reg_credits,14780.850872039795,256
start_total_in_courses,10754.5966796875,190
start_total_in_credits,10441.41517829895,204
attempt_number,5646.719240188599,86
reg_total_semesters,4354.556308746338,68
start_level_ord,3723.7842960357666,71
consecutive_interruption_count,2647.550308227539,29
semester_reg_courses,2396.833782196045,51
diploma_type_bucket,2386.356113433838,44
requirement_size_bucket_ord,2363.80659866333,26
start_semester,1180.6223030090332,23
prev_gpa_points_missing,619.2664070129395,5
is_first_row_in_timeline,569.1668128967285,3
prior_interruption_count,444.2028007507324,7
prev_semester_was_interruption,396.3351020812988,5
course_difficulty_missing,216.02409744262695,3
gpa_trend_missing,141.97169876098633,2
prev_gpa_invalid_zero_case,0.0,0
prev_gpa_points_zero,0.0,0
is_first_active_semester,0.0,0
no_previous_progress,0.0,0
is_extreme_fail_history,0.0,0
is_high_credit_course,0.0,0
degree_requirement_credits_count_missing,0.0,0
requirement_type_missing,0.0,0
