feature,gain,split
start_agpa_points,663319.3291797638,474
course_avg_mark_historical,442593.20217704773,1668
prev_gpa_points_clean,321599.01832580566,368
fail_credit_ratio_capped,227397.0350227356,187
last_valid_gpa_before_current_semester,149175.28518867493,330
course_history_count,86040.64991760254,1450
course_retake_rate_historical,79399.16430282593,1273
course_share_of_requirement,62069.31585884094,894
course_pass_rate_historical,59255.09588623047,1022
diploma_gpa,49595.92655181885,362
gpa_trend_delta,35689.86821937561,369
degree_requirement_credits_count,33934.22577667236,520
part_semester,30125.64388847351,353
requirement_type_id,25381.343671798706,383
course_credits,22550.257959365845,376
semester_reg_credits,14262.874492645264,259
start_total_in_credits,12919.397989273071,264
total_fail_credits_capped,12407.377040863037,88
start_total_in_courses,10914.805910110474,215
reg_total_semesters,5415.430526733398,84
attempt_number,5069.214208602905,89
start_level_ord,4075.604518890381,81
consecutive_interruption_count,2837.9032878875732,33
diploma_type_bucket,2766.5676097869873,55
semester_reg_courses,2042.9275035858154,46
requirement_size_bucket_ord,1752.1434898376465,22
start_semester,1618.0881061553955,29
prior_interruption_count,731.0672035217285,12
course_difficulty_missing,725.5549964904785,15
prev_gpa_points_missing,705.8894233703613,3
prev_semester_was_interruption,677.5380954742432,8
is_first_row_in_timeline,113.27190017700195,2
gpa_trend_missing,104.98669815063477,3
requirement_type_missing,101.95119857788086,2
is_extreme_fail_history,25.138900756835938,1
is_first_active_semester,0.0,0
no_previous_progress,0.0,0
prev_gpa_invalid_zero_case,0.0,0
prev_gpa_points_zero,0.0,0
is_high_credit_course,0.0,0
degree_requirement_credits_count_missing,0.0,0
