feature,gain,split
start_agpa_points,218711.59026002884,1821
prev_gpa_points_clean,217792.8533425331,1315
course_pass_rate_historical,169562.59578108788,3498
fail_credit_ratio_capped,159829.8804397583,1429
last_valid_gpa_before_current_semester,89255.29280304909,1162
course_avg_mark_historical,82153.87737894058,3379
course_history_count,77148.98649096489,4139
course_retake_rate_historical,65995.5106112957,3679
diploma_gpa,38072.577823877335,2152
course_share_of_requirement,32979.45101642609,1728
concurrent_peer_difficulty_max,28262.14233136177,2090
gpa_trend_delta,27261.95383667946,1876
degree_requirement_credits_count,26924.4919090271,1285
concurrent_peer_difficulty_mean,22889.420382499695,1898
total_fail_credits_capped,22792.069256067276,1044
start_total_in_credits,21149.628938913345,1543
part_semester,20102.697947978973,692
semester_reg_credits,15251.20144867897,1107
start_total_in_courses,13854.435117721558,1008
course_credits,12344.720730543137,664
attempt_number,8812.084491968155,408
reg_total_semesters,8801.358362197876,710
semester_reg_courses,7357.051270246506,534
requirement_type_id,7319.5728640556335,362
diploma_type_bucket,4206.002326965332,184
consecutive_interruption_count,4063.2218885421753,112
prior_interruption_count,3841.2085161209106,197
start_level_ord,2974.037186861038,184
prev_gpa_invalid_zero_case,1857.8710193634033,65
start_semester,1797.386130809784,123
prev_gpa_points_zero,1423.8006229400635,68
prev_semester_was_interruption,1098.7679567337036,23
requirement_size_bucket_ord,710.2965059280396,36
course_difficulty_missing,415.1116051673889,20
prev_gpa_points_missing,164.200270652771,11
is_extreme_fail_history,137.3969509601593,10
is_first_row_in_timeline,58.77036952972412,5
gpa_trend_missing,57.63391971588135,5
requirement_type_missing,51.14790058135986,4
no_previous_progress,30.100299835205078,1
is_high_credit_course,15.37090015411377,1
is_first_active_semester,0.0,0
degree_requirement_credits_count_missing,0.0,0
