feature,gain,split
start_agpa_points,638626.6280632019,640
course_avg_mark_historical,420468.43266391754,2560
prev_gpa_points_clean,417885.87385845184,388
fail_credit_ratio_capped,217339.82445430756,273
course_pass_rate_historical,124419.53427886963,2105
course_retake_rate_historical,123848.90542411804,2441
course_history_count,121186.98730373383,2453
last_valid_gpa_before_current_semester,112971.17805576324,508
course_share_of_requirement,77987.17675304413,1306
diploma_gpa,53243.85821247101,548
degree_requirement_credits_count,49514.83918571472,849
gpa_trend_delta,35296.990463256836,488
part_semester,33958.298213005066,492
course_credits,31361.670813560486,580
requirement_type_id,29568.34519481659,516
start_total_in_credits,21726.26207256317,488
semester_reg_credits,19743.71625995636,419
concurrent_peer_difficulty_max,19309.999650001526,494
total_fail_credits_capped,18734.584522247314,164
start_total_in_courses,17348.02911376953,402
concurrent_peer_difficulty_mean,16911.472925186157,407
reg_total_semesters,7543.485898971558,168
start_level_ord,7109.650915145874,149
attempt_number,6787.64176940918,134
diploma_type_bucket,4520.681379318237,91
semester_reg_courses,4310.100880622864,120
consecutive_interruption_count,4268.906507492065,53
start_semester,2392.330930709839,48
requirement_size_bucket_ord,1777.6675128936768,23
prior_interruption_count,1220.2337923049927,33
course_difficulty_missing,885.2009029388428,24
prev_gpa_points_missing,672.1467971801758,7
prev_semester_was_interruption,356.12480545043945,6
is_first_row_in_timeline,282.24230194091797,6
gpa_trend_missing,164.16369819641113,3
is_high_credit_course,162.51100158691406,4
is_extreme_fail_history,159.47039985656738,6
prev_gpa_invalid_zero_case,117.0964994430542,4
prev_gpa_points_zero,79.5392017364502,3
requirement_type_missing,21.121700286865234,1
is_first_active_semester,0.0,0
no_previous_progress,0.0,0
degree_requirement_credits_count_missing,0.0,0
